Nest_Key,Year,Nest_ID,Eggs_Laid,Female_ID,Male_ID,J_Found_Date,Hatch_Date,J_Hatch_Date,Eggs_Hatched,Fledglings,Known_Hatch,Study_Site,Fate
87-L18.1,1987,L18.1,6,940.25036,940.25169,6,6/14/87,165,6,6,FALSE,N,F
87-L19.1,1987,L19.1,7,940.25352,940.25248,7,6/14/87,165,7,7,FALSE,N,F
87-L19.2,1987,L19.2,6,940.25206,,6,6/17/87,168,6,2,FALSE,N,F
87-L20.1,1987,L20.1,5,940.25074,1560.0305,5,6/12/87,163,5,2,FALSE,N,F
87-L27.2,1987,L27.2,6,940.254,1560.04517,6,6/17/87,168,6,6,FALSE,S,F
87-L27.3,1987,L27.3,6,940.25396,1560.04301,6,6/14/87,165,6,4,FALSE,S,F
87-L28.1,1987,L28.1,6,940.25737,970.12169,6,6/12/87,163,6,6,FALSE,S,F
87-M18.1,1987,M18.1,7,940.25742,940.2517,7,6/14/87,165,7,2,FALSE,N,F
87-M19.1,1987,M19.1,7,940.25017,940.25173,7,6/15/87,166,7,7,FALSE,N,F
87-M19.3,1987,M19.3,6,940.25018,,6,6/14/87,165,6,0,FALSE,N,AN
87-M19.4,1987,M19.4,5,940.25345,,5,6/20/87,171,5,5,FALSE,N,F
87-M20.1,1987,M20.1,6,940.25759,940.25172,6,6/15/87,166,6,6,FALSE,N,F
87-M20.2,1987,M20.2,7,940.25343,940.2571,7,6/15/87,166,7,4,FALSE,N,F
87-M20.3,1987,M20.3,7,940.25071,1560.03065,7,6/14/87,165,7,5,FALSE,N,F
87-M20.4,1987,M20.4,6,940.25387,,6,6/17/87,168,6,2,FALSE,N,F
87-M20.5,1987,M20.5,6,940.25072,940.25171,6,6/14/87,165,6,4,FALSE,N,F
87-M21.1,1987,M21.1,5,940.25344,1560.03064,5,6/14/87,165,5,5,FALSE,N,F
87-M21.2,1987,M21.2,5,940.25073,1560.04538,5,6/21/87,172,5,4,FALSE,N,F
87-M21.4,1987,M21.4,5,940.25775,1560.04537,5,6/20/87,171,5,5,FALSE,N,F
87-M21.6,1987,M21.6,4,940.25746,940.25175,4,6/15/87,166,4,4,FALSE,N,F
87-M24.1,1987,M24.1,6,940.25752,,6,6/17/87,168,6,6,FALSE,S,F
87-M25.0,1987,M25.0,6,940.25769,,6,6/16/87,167,6,2,FALSE,S,F
87-M25.1,1987,M25.1,6,940.25753,1560.04305,6,6/16/87,167,6,6,FALSE,S,F
87-M25.2,1987,M25.2,4,940.25037,1560.04536,4,6/23/87,174,4,0,FALSE,S,AN
87-M25.3,1987,M25.3,7,940.25754,940.25714,7,6/16/87,167,7,7,FALSE,S,F
87-M25.4,1987,M25.4,5,940.25673,940.25711,5,6/18/87,169,5,5,FALSE,S,F
87-M26.1,1987,M26.1,6,940.25718,940.25715,6,6/16/87,167,6,3,FALSE,S,F
87-M26.3,1987,M26.3,7,940.25735,940.25267,7,6/13/87,164,7,6,FALSE,S,F
87-M26.4,1987,M26.4,5,940.25747,1560.04302,5,6/14/87,165,5,4,FALSE,S,F
87-M26.5,1987,M26.5,4,940.25351,,4,6/12/87,163,4,4,FALSE,S,F
87-M26.6,1987,M26.6,6,940.25024,,6,6/17/87,168,6,6,FALSE,S,F
87-M26.7,1987,M26.7,5,940.25029,940.25518,5,6/18/87,169,5,4,FALSE,S,F
87-M27.1,1987,M27.1,5,940.25739,1560.04306,5,6/15/87,166,5,5,FALSE,S,F
87-M27.2,1987,M27.2,6,940.25394,940.25776,6,6/11/87,162,6,6,FALSE,S,F
87-M27.3,1987,M27.3,7,940.25392,1560.04308,7,6/16/87,167,7,5,FALSE,S,F
87-M28.1,1987,M28.1,6,940.25738,,6,6/14/87,165,6,1,FALSE,S,F
87-M28.2,1987,M28.2,5,940.25388,1560.04303,5,6/14/87,165,5,5,FALSE,S,F
87-M28.3,1987,M28.3,6,940.25362,,6,6/17/87,168,6,5,FALSE,S,F
87-M29.1,1987,M29.1,6,940.25723,,6,6/20/87,171,6,6,FALSE,S,F
87-M29.2,1987,M29.2,6,1560.04307,,6,6/16/87,167,6,6,FALSE,S,F
87-M30.2,1987,M30.2,7,940.25741,1560.03063,7,6/14/87,165,7,7,FALSE,S,F
87-M30.4,1987,M30.4,6,940.25395,940.25778,6,6/10/87,161,6,6,FALSE,S,F
87-M31.0,1987,M31.0,6,940.25773,,6,6/24/87,175,6,2,FALSE,S,F
87-M31.2,1987,M31.2,7,940.25771,,7,6/18/87,169,7,5,FALSE,S,F
87-M31.4,1987,M31.4,6,,,6,6/18/87,169,6,0,FALSE,S,AN
87-N18.1,1987,N18.1,6,940.2576,940.25174,6,6/15/87,166,6,6,FALSE,N,F
87-N19.1,1987,N19.1,7,940.25756,940.25086,7,6/16/87,167,7,7,FALSE,N,F
87-N20.1,1987,N20.1,7,910.26766,1560.04445,7,6/16/87,167,7,7,FALSE,N,F
87-N20.2,1987,N20.2,6,940.25757,940.25512,6,6/17/87,168,6,6,FALSE,N,F
87-N20.3,1987,N20.3,5,940.25767,,5,6/20/87,171,5,4,FALSE,N,F
87-N21.1,1987,N21.1,7,940.25758,,7,6/16/87,167,7,7,FALSE,N,F
87-N23.0,1987,N23.0,5,940.25766,,5,6/19/87,170,5,0,FALSE,S,AN
87-N23.1,1987,N23.1,5,940.25389,,5,6/17/87,168,5,5,FALSE,S,F
87-N23.2,1987,N23.2,6,940.25768,,6,6/18/87,169,6,2,FALSE,S,F
87-N23.3,1987,N23.3,6,940.25382,,6,6/16/87,167,6,6,FALSE,S,F
87-N24.1,1987,N24.1,4,1560.03057,1560.04541,4,6/29/87,180,4,4,FALSE,S,F
87-N26.2,1987,N26.2,7,940.25357,940.25658,7,6/13/87,164,7,7,FALSE,S,F
87-N27.1,1987,N27.1,7,940.25274,,7,6/16/87,167,7,7,FALSE,S,F
87-N27.2,1987,N27.2,7,940.25745,,7,6/14/87,165,7,6,FALSE,S,F
87-N27.3,1987,N27.3,5,940.25763,,5,6/18/87,169,5,5,FALSE,S,F
87-N28.1,1987,N28.1,8,940.25133,940.25391,8,6/17/87,168,8,7,FALSE,S,F
87-N28.2,1987,N28.2,4,940.25375,,4,6/13/87,164,4,0,FALSE,S,AN
87-N28.3,1987,N28.3,6,940.25355,940.25114,6,6/12/87,163,6,5,FALSE,S,F
87-N28.5,1987,N28.5,4,940.25374,,4,6/16/87,167,4,3,FALSE,S,F
87-N29.3,1987,N29.3,7,940.25748,940.25722,7,6/15/87,166,7,6,FALSE,S,F
87-N29.4,1987,N29.4,6,940.25401,1560.04304,6,6/14/87,165,6,6,FALSE,S,F
87-N29.5,1987,N29.5,5,940.25755,,5,6/16/87,167,5,2,FALSE,S,F
87-N30.2,1987,N30.2,6,940.25762,940.25719,6,6/16/87,167,6,5,FALSE,S,F
87-N30.4,1987,N30.4,6,940.25772,,6,6/21/87,172,6,6,FALSE,S,F
87-N31.1,1987,N31.1,7,940.25377,,7,6/14/87,165,7,7,FALSE,S,F
87-N31.2,1987,N31.2,6,940.25736,,6,6/13/87,164,6,5,FALSE,S,F
87-N31.4,1987,N31.4,6,910.26434,,6,6/16/87,167,6,5,FALSE,S,F
87-N32.1,1987,N32.1,6,940.2537,940.25707,6,6/23/87,174,6,6,FALSE,S,F
87-O23.3,1987,O23.3,5,910.26969,,5,6/16/87,167,5,5,FALSE,S,F
87-O23.4,1987,O23.4,4,940.25243,1560.03058,4,6/13/87,164,4,4,FALSE,S,F
87-O23.6,1987,O23.6,7,940.25077,940.25743,7,6/16/87,167,7,6,FALSE,S,F
87-O24.1,1987,O24.1,6,940.25777,,6,6/14/87,165,6,5,FALSE,S,F
87-O24.2,1987,O24.2,6,940.25764,,6,6/17/87,168,6,6,FALSE,S,F
87-O24.3,1987,O24.3,5,940.2575,940.25712,5,6/16/87,167,5,0,FALSE,S,AN
87-O24.4,1987,O24.4,4,,,4,6/16/87,167,4,0,FALSE,S,AN
87-O24.5,1987,O24.5,7,1560.03061,1560.04542,7,6/23/87,174,7,6,FALSE,S,F
87-O24.6,1987,O24.6,6,940.25381,,6,6/14/87,165,6,5,FALSE,S,F
87-O24.7,1987,O24.7,5,940.25765,,5,6/17/87,168,5,5,FALSE,S,F
87-O25.2,1987,O25.2,6,940.25749,910.269,6,6/14/87,165,6,6,FALSE,S,F
87-O25.4,1987,O25.4,5,940.25368,940.2573,5,6/14/87,165,5,5,FALSE,S,F
87-O25.5,1987,O25.5,6,940.2577,,6,00/00/00,0,0,0,FALSE,S,AE
87-O26.2,1987,O26.2,5,940.25361,1560.0306,5,6/14/87,165,5,5,FALSE,S,F
87-O26.3,1987,O26.3,6,940.25726,,6,6/16/87,167,6,0,FALSE,S,AN
87-O26.4,1987,O26.4,5,940.25744,940.25725,5,6/14/87,165,5,5,FALSE,S,F
87-O26.5,1987,O26.5,6,940.25348,1560.03059,6,6/13/87,164,6,5,FALSE,S,F
87-O27.1,1987,O27.1,6,940.25774,,6,6/20/87,171,6,4,FALSE,S,F
87-O27.2,1987,O27.2,6,940.25393,1560.03059,6,6/14/87,165,6,6,FALSE,S,F
87-O28.1,1987,O28.1,6,940.25349,,6,6/16/87,167,6,1,FALSE,S,F
87-O29.1,1987,O29.1,7,940.2539,,7,6/18/87,169,7,7,FALSE,S,F
87-O29.2,1987,O29.2,5,940.25733,,5,6/14/87,165,5,0,FALSE,S,AN
87-L20.2,1987,L20.2,6,940.25751,940.25713,6,00/00/00,0,0,0,FALSE,N,AE
87-N29.1,1987,N29.1,4,1560.04519,,4,00/00/00,0,0,0,FALSE,S,AE
87-N29.2,1987,N29.2,3,940.25709,1560.03062,3,00/00/00,0,0,0,FALSE,S,AE
87-N31.3,1987,N31.3,4,940.25675,,4,00/00/00,0,0,0,FALSE,S,AE
87-M30.1,1987,M30.1,1,,,1,00/00/00,0,0,0,FALSE,S,AE
87-M30.3,1987,M30.3,5,,,5,00/00/00,0,0,0,FALSE,S,AE
88-L18.1,1988,L18.1,6,940.25036,,6,6/16/88,167,5,5,FALSE,N,F
88-L19.1,1988,L19.1,5,2011.81179,,5,6/16/88,167,5,5,FALSE,N,F
88-L19.2,1988,L19.2,6,940.25206,,6,6/21/88,172,5,5,FALSE,N,F
88-L20.1,1988,L20.1,4,940.25074,,4,6/13/88,164,4,4,FALSE,N,F
88-L27.1,1988,L27.1,6,940.254,,4,6/17/88,168,4,4,FALSE,S,F
88-L27.2,1988,L27.2,6,940.25396,,8,6/17/88,168,8,0,FALSE,S,AN
88-L27.3,1988,L27.3,6,940.25375,,6,6/16/88,167,6,0,FALSE,S,AN
88-L28.1,1988,L28.1,6,940.25737,,6,6/13/88,164,6,5,FALSE,S,F
88-M18.1,1988,M18.1,6,940.25345,,6,6/14/88,165,6,6,FALSE,N,F
88-M19.1,1988,M19.1,7,940.25017,,7,6/14/88,165,6,6,FALSE,N,F
88-M19.2,1988,M19.2,5,2011.8118,2011.81449,5,6/19/88,170,4,4,FALSE,N,F
88-M19.3,1988,M19.3,3,940.25018,,3,00/00/00,0,0,0,FALSE,N,AE
88-M19.3,1988,M19.3,6,940.25018,,6,6/17/88,168,5,0,FALSE,N,AN
88-M20.1,1988,M20.1,5,940.25759,2011.81447,5,6/14/88,165,5,5,FALSE,N,F
88-M20.2,1988,M20.2,6,2011.812,2011.81676,6,6/22/88,173,5,5,FALSE,N,F
88-M20.3,1988,M20.3,7,940.25071,,7,6/15/88,166,7,6,FALSE,N,F
88-M20.4,1988,M20.4,6,2011.81189,,6,6/13/88,164,6,2,FALSE,N,F
88-M20.5,1988,M20.5,6,940.25072,2011.814,6,6/16/88,167,6,5,FALSE,N,F
88-M21.1,1988,M21.1,6,940.25767,,6,6/20/88,171,6,6,FALSE,N,F
88-M21.2,1988,M21.2,4,2011.81306,1560.04538,4,6/27/88,178,1,1,FALSE,N,F
88-M21.5,1988,M21.5,6,2011.81181,940.25279,6,6/18/88,169,5,5,FALSE,N,F
88-M21.6,1988,M21.6,6,940.25751,,6,6/10/88,161,5,3,FALSE,N,F
88-M24.1,1988,M24.1,6,2011.81182,940.25707,6,6/18/88,169,5,5,FALSE,S,F
88-M25.2,1988,M25.2,6,2011.8131,1560.04536,6,6/29/88,180,5,3,FALSE,S,F
88-M25.3,1988,M25.3,4,2011.8161,,4,7/4/88,185,2,0,FALSE,S,AN
88-M25.4,1988,M25.4,7,940.25745,,7,6/15/88,166,7,5,FALSE,S,F
88-M26.1,1988,M26.1,6,2011.81416,1560.04032,6,6/23/88,174,5,4,FALSE,S,F
88-M26.3,1988,M26.3,8,940.25735,,9,6/14/88,165,8,8,FALSE,S,F
88-M26.4,1988,M26.4,6,940.25747,,6,6/16/88,167,6,6,FALSE,S,F
88-M26.5,1988,M26.5,6,940.25351,,4,6/14/88,165,4,4,FALSE,S,F
88-M26.6,1988,M26.6,7,940.25657,,5,6/14/88,165,5,5,FALSE,S,F
88-M26.7,1988,M26.7,7,940.25753,,7,6/16/88,167,7,7,FALSE,S,F
88-M27.1,1988,M27.1,6,940.25718,1560.04506,4,6/21/88,172,3,3,FALSE,S,F
88-M27.2,1988,M27.2,6,940.25774,,6,6/21/88,172,6,6,FALSE,S,F
88-M27.3,1988,M27.3,5,2011.81415,1560.04021,5,6/21/88,172,5,5,FALSE,S,F
88-M28.1,1988,M28.1,4,2011.81847,,4,7/18/88,199,1,1,FALSE,S,F
88-M28.2,1988,M28.2,6,2011.81195,1560.0308,8,6/22/88,173,7,7,FALSE,S,F
88-M28.3,1988,M28.3,5,940.25362,,3,00/00/00,0,0,0,FALSE,S,AE
88-M29.1,1988,M29.1,5,2011.81414,,5,6/29/88,180,5,5,FALSE,S,F
88-M29.2,1988,M29.2,6,1560.04508,940.25721,6,6/23/88,174,6,6,FALSE,S,F
88-M30.1,1988,M30.1,5,2011.81301,,5,6/21/88,172,5,2,FALSE,S,F
88-M30.2,1988,M30.2,6,2011.81401,,6,7/4/88,185,6,6,FALSE,S,F
88-M30.2,1988,M30.2,6,940.25741,,6,00/00/00,0,0,0,FALSE,S,AE
88-M30.4,1988,M30.4,6,940.25395,,6,6/11/88,162,6,6,FALSE,S,F
88-M31.2,1988,M31.2,6,940.25764,,8,6/20/88,171,8,0,FALSE,S,AN
88-N18.1,1988,N18.1,6,940.2576,,6,6/15/88,166,3,3,FALSE,N,F
88-N19.1,1988,N19.1,6,2011.81202,,6,6/18/88,169,6,6,FALSE,N,F
88-N20.1,1988,N20.1,6,910.26766,,6,6/17/88,168,6,4,FALSE,N,F
88-N20.2,1988,N20.2,6,2011.81192,,6,6/19/88,170,6,6,FALSE,N,F
88-N20.3,1988,N20.3,4,1560.04278,2011.81867,4,7/2/88,183,3,3,FALSE,N,F
88-N21.1,1988,N21.1,6,2011.81192,,6,00/00/00,0,0,0,FALSE,N,AE
88-N23.1,1988,N23.1,5,2011.81158,940.25076,5,6/27/88,178,5,5,FALSE,S,F
88-N23.2,1988,N23.2,5,2011.81193,,3,6/21/88,172,3,3,FALSE,S,F
88-N23.3,1988,N23.3,6,940.25401,,6,6/16/88,167,6,2,FALSE,S,F
88-N24.1,1988,N24.1,5,2011.81194,1560.04541,7,6/21/88,172,7,7,FALSE,S,F
88-N26.2,1988,N26.2,6,1560.04274,1560.04107,6,6/22/88,173,6,5,FALSE,S,F
88-N27.1,1988,N27.1,5,940.25739,,5,6/15/88,166,3,3,FALSE,S,F
88-N27.2,1988,N27.2,5,2011.81183,,5,6/13/88,164,5,5,FALSE,S,F
88-N27.3,1988,N27.3,7,940.25374,2011.81743,7,6/19/88,170,7,7,FALSE,S,F
88-N28.1,1988,N28.1,6,940.25133,,4,6/13/88,164,4,4,FALSE,S,F
88-N28.2,1988,N28.2,6,940.25736,,8,6/14/88,165,8,6,FALSE,S,F
88-N28.3,1988,N28.3,5,940.2542,,5,6/16/88,167,5,5,FALSE,S,F
88-N29.1,1988,N29.1,6,940.25393,,6,6/18/88,169,5,0,FALSE,S,AN
88-N29.3,1988,N29.3,4,940.25733,,4,7/19/88,200,3,0,FALSE,S,AN
88-N29.3,1988,N29.3,6,940.25733,,8,00/00/00,0,0,0,FALSE,S,AE
88-N29.4,1988,N29.4,6,2011.81305,1560.03089,4,6/21/88,172,3,3,FALSE,S,F
88-N29.5,1988,N29.5,6,2011.81304,,4,6/15/88,166,4,4,FALSE,S,F
88-N30.2,1988,N30.2,5,2011.81191,2011.81699,7,6/21/88,172,7,7,FALSE,S,F
88-N30.4,1988,N30.4,6,940.25772,,8,6/20/88,171,2,2,FALSE,S,F
88-N31.1,1988,N31.1,5,2011.81302,,5,6/24/88,175,2,2,FALSE,S,F
88-N31.2,1988,N31.2,5,2011.81196,2011.81448,3,6/21/88,172,3,3,FALSE,S,F
88-N31.4,1988,N31.4,5,2011.81311,,5,00/00/00,0,0,0,FALSE,S,AE
88-N31.5,1988,N31.5,3,2011.81303,,3,6/23/88,174,1,1,FALSE,S,F
88-N31.6,1988,N31.6,6,940.25358,,6,6/15/88,166,6,6,FALSE,S,F
88-O23.3,1988,O23.3,3,910.26969,,3,00/00/00,0,0,0,FALSE,S,AE
88-O23.3,1988,O23.3,4,1560.04507,,4,7/1/88,182,3,2,FALSE,S,F
88-O23.4,1988,O23.4,6,1560.04004,1560.03058,6,6/21/88,172,5,4,FALSE,S,F
88-O23.5,1988,O23.5,5,940.2568,,5,6/19/88,170,4,4,FALSE,S,F
88-O24.1,1988,O24.1,6,940.25382,,6,6/13/88,164,6,6,FALSE,S,F
88-O24.3,1988,O24.3,5,940.25732,,5,6/12/88,163,4,4,FALSE,S,F
88-O24.4,1988,O24.4,5,940.25381,,5,6/15/88,166,5,4,FALSE,S,F
88-O24.5,1988,O24.5,5,940.25243,,5,6/15/88,166,5,5,FALSE,S,F
88-O24.7,1988,O24.7,4,1560.04077,,4,00/00/00,0,0,0,FALSE,S,AE
88-O24.7,1988,O24.7,5,1560.04077,,3,00/00/00,0,0,0,FALSE,S,AE
88-O25.2,1988,O25.2,6,940.2577,,6,6/19/88,170,4,4,FALSE,S,F
88-O25.3,1988,O25.3,5,,970.269,5,7/14/88,195,5,5,FALSE,S,F
88-O25.4,1988,O25.4,6,940.25368,,8,6/14/88,165,8,8,FALSE,S,F
88-O25.5,1988,O25.5,5,2011.81163,,7,6/23/88,174,6,5,FALSE,S,F
88-O26.1,1988,O26.1,6,940.2539,,4,6/21/88,172,4,4,FALSE,S,F
88-O26.3,1988,O26.3,4,2011.81156,940.25725,4,6/23/88,174,4,3,FALSE,S,F
88-O26.4,1988,O26.4,6,940.25742,,4,6/17/88,168,4,4,FALSE,S,F
88-O27.2,1988,O27.2,5,2011.81312,1560.03059,5,6/27/88,178,5,5,FALSE,S,F
88-O28.1,1988,O28.1,6,940.25763,,4,6/19/88,170,4,3,FALSE,S,F
88-O29.1,1988,O29.1,6,940.25349,,8,6/15/88,166,7,6,FALSE,S,F
88-O29.2,1988,O29.2,5,2011.81197,2011.8184,5,6/19/88,170,5,5,FALSE,S,F
88-O24.6,1988,O24.6,6,2011.81167,,8,00/00/00,0,0,0,FALSE,S,AE
88-M25.3,1988,M25.3,1,,,1,00/00/00,0,0,0,FALSE,S,AE
89-L18.1,1989,L18.1,6,2021.76336,2021.76324,6,6/24/89,175,6,5,FALSE,N,F
89-L19.2,1989,L19.2,6,2021.76326,,6,6/20/89,171,6,6,FALSE,N,F
89-L20.1,1989,L20.1,6,940.25074,2021.76346,6,6/14/89,165,5,5,FALSE,N,F
89-L27.2,1989,L27.2,6,940.25737,2021.76337,6,6/13/89,164,6,6,FALSE,S,F
89-L28.1,1989,L28.1,6,2011.81195,2021.76222,8,6/17/89,168,8,7,FALSE,S,F
89-M18.1,1989,M18.1,6,940.25345,2021.76347,6,6/15/89,166,6,6,FALSE,N,F
89-M19.1,1989,M19.1,6,940.25759,1560.04173,6,6/15/89,166,5,5,FALSE,N,F
89-M19.2,1989,M19.2,6,2011.8118,,6,6/17/89,168,5,5,FALSE,N,F
89-M19.3,1989,M19.3,6,2011.81202,2021.76352,6,6/17/89,168,6,5,FALSE,N,F
89-M20.1,1989,M20.1,6,2021.7622,2021.76228,6,6/18/89,169,6,5,FALSE,N,F
89-M20.2,1989,M20.2,6,2011.812,,6,6/16/89,167,4,4,FALSE,N,F
89-M20.3,1989,M20.3,7,940.25071,1560.03065,7,6/16/89,167,7,6,FALSE,N,F
89-M20.4,1989,M20.4,6,2021.7634,2021.76323,6,6/24/89,175,6,6,FALSE,N,F
89-M20.5,1989,M20.5,6,940.25751,1560.04512,6,6/11/89,162,6,4,FALSE,N,F
89-M21.1,1989,M21.1,5,2021.76318,2011.81106,5,6/16/89,167,5,5,FALSE,N,F
89-M21.5,1989,M21.5,6,2021.76227,2021.76356,6,6/20/89,171,6,6,FALSE,N,F
89-M21.6,1989,M21.6,6,2021.76316,,6,00/00/00,0,0,0,FALSE,N,AE
89-M24.1,1989,M24.1,7,2011.81182,1560.04541,7,6/15/89,166,7,7,FALSE,S,F
89-M25.1,1989,M25.1,6,940.25769,,8,6/16/89,167,8,7,FALSE,S,F
89-M25.2,1989,M25.2,5,940.25718,,3,00/00/00,0,0,0,FALSE,S,AE
89-M25.3,1989,M25.3,6,2021.76335,,6,6/21/89,172,6,2,FALSE,S,F
89-M25.4,1989,M25.4,5,1560.0415,970.12548,5,6/13/89,164,5,5,FALSE,S,F
89-M26.1,1989,M26.1,4,2021.76342,,4,7/1/89,182,4,0,FALSE,S,AN
89-M26.3,1989,M26.3,7,2021.76329,940.2517,7,6/20/89,171,7,7,FALSE,S,F
89-M26.4,1989,M26.4,6,2021.76334,1560.04302,6,6/19/89,170,6,6,FALSE,S,F
89-M26.5,1989,M26.5,5,940.25375,2011.81256,5,6/13/89,164,5,5,FALSE,S,F
89-M26.6,1989,M26.6,5,2021.76333,2021.76353,5,6/19/89,170,5,5,FALSE,S,F
89-M27.2,1989,M27.2,6,940.25747,2011.81161,6,6/14/89,165,6,6,FALSE,S,F
89-M27.3,1989,M27.3,5,2011.81416,,5,00/00/00,0,0,0,FALSE,S,AE
89-M28.1,1989,M28.1,6,940.25133,940.25649,4,6/18/89,169,3,3,FALSE,S,F
89-M28.2,1989,M28.2,6,1560.04274,2021.76339,6,6/10/89,161,6,6,FALSE,S,F
89-M28.3,1989,M28.3,3,2011.81415,1560.03309,3,6/29/89,180,3,3,FALSE,S,F
89-M29.1,1989,M29.1,6,2021.76313,2021.76349,6,6/16/89,167,6,6,FALSE,S,F
89-M29.2,1989,M29.2,6,940.25395,2011.8177,6,6/10/89,161,6,5,FALSE,S,F
89-M30.1,1989,M30.1,3,2021.76338,,3,6/23/89,174,3,3,FALSE,S,F
89-M30.2,1989,M30.2,5,1560.04508,,5,00/00/00,0,0,0,FALSE,S,AE
89-M30.3,1989,M30.3,6,2021.76327,2011.81555,6,6/15/89,166,6,6,FALSE,S,F
89-M30.4,1989,M30.4,6,2021.76312,,6,6/15/89,166,4,0,FALSE,S,AN
89-M31.2,1989,M31.2,6,2011.8161,1560.0308,4,6/15/89,166,4,4,FALSE,S,F
89-M31.4,1989,M31.4,6,2021.76311,940.25279,6,6/15/89,166,6,6,FALSE,S,F
89-M32.1,1989,M32.1,5,1560.04508,,5,7/14/89,195,5,0,FALSE,S,AN
89-N18.1,1989,N18.1,9,940.2576,,9,00/00/00,0,0,0,FALSE,N,AE
89-N19.1,1989,N19.1,7,940.25767,2011.81206,7,6/20/89,171,7,7,FALSE,N,F
89-N20.1,1989,N20.1,6,910.26766,2011.81176,6,6/16/89,167,6,4,FALSE,N,F
89-N20.2,1989,N20.2,5,1560.0331,,5,7/10/89,191,3,2,FALSE,N,F
89-N20.3,1989,N20.3,5,2021.76316,,5,00/00/00,0,0,0,FALSE,N,AE
89-N23.1,1989,N23.1,6,2021.76321,940.25076,6,6/15/89,166,5,5,FALSE,S,F
89-N23.2,1989,N23.2,6,2011.81193,2021.76348,4,6/16/89,167,4,4,FALSE,S,F
89-N23.3,1989,N23.3,7,2021.76317,940.25704,7,6/16/89,167,6,6,FALSE,S,F
89-N24.1,1989,N24.1,5,2021.76341,,3,7/3/89,184,3,0,FALSE,S,AN
89-N24.1,1989,N24.1,6,2021.76328,,6,00/00/00,0,0,0,FALSE,S,AE
89-N26.2,1989,N26.2,5,2011.8144,,5,6/19/89,170,2,0,FALSE,S,AN
89-N27.1,1989,N27.1,5,2021.76308,2011.81831,5,6/14/89,165,5,5,FALSE,S,F
89-N27.3,1989,N27.3,5,2021.7633,2011.81743,7,6/18/89,169,5,5,FALSE,S,F
89-N28.1,1989,N28.1,6,2021.76322,2021.76351,6,6/17/89,168,6,6,FALSE,S,F
89-N28.2,1989,N28.2,6,2011.81491,2021.7635,6,6/16/89,167,6,6,FALSE,S,F
89-N28.3,1989,N28.3,4,2011.81415,,4,00/00/00,0,0,0,FALSE,S,AE
89-N29.1,1989,N29.1,6,2011.8156,,6,00/00/00,0,0,0,FALSE,S,AE
89-N29.1,1989,N29.1,6,940.25349,1560.03312,8,7/4/89,185,8,6,FALSE,S,F
89-N29.3,1989,N29.3,6,940.25733,2021.76345,6,6/15/89,166,5,5,FALSE,S,F
89-N29.4,1989,N29.4,6,2011.81304,2021.76355,4,7/4/89,185,4,4,FALSE,S,F
89-N30.2,1989,N30.2,5,2021.76309,2011.81699,5,6/14/89,165,4,1,FALSE,S,F
89-N30.4,1989,N30.4,5,1560.03303,,5,00/00/00,0,0,0,FALSE,S,AE
89-N31.1,1989,N31.1,6,2011.81191,2021.76343,8,6/15/89,166,8,8,FALSE,S,F
89-N31.2,1989,N31.2,7,2021.76301,2011.81448,7,6/17/89,168,7,7,FALSE,S,F
89-N31.3,1989,N31.3,7,2021.7632,2021.76344,7,6/13/89,164,6,6,FALSE,S,F
89-N32.1,1989,N32.1,6,2021.76332,,6,6/23/89,174,6,5,FALSE,S,F
89-O23.4,1989,O23.4,8,2021.76305,,8,7/6/89,187,3,0,FALSE,S,AN
89-O23.5,1989,O23.5,6,2021.76325,2011.81869,6,6/17/89,168,6,6,FALSE,S,F
89-O23.6,1989,O23.6,5,2011.81243,,5,7/7/89,188,3,3,FALSE,S,F
89-O24.1,1989,O24.1,6,940.25382,910.26792,6,6/13/89,164,6,6,FALSE,S,F
89-O24.3,1989,O24.3,5,940.25732,2021.76304,5,6/11/89,162,4,3,FALSE,S,F
89-O24.4,1989,O24.4,5,2021.76331,,5,00/00/00,0,0,0,FALSE,S,AE
89-O24.5,1989,O24.5,6,2011.81243,,6,00/00/00,0,0,0,FALSE,S,AE
89-O24.6,1989,O24.6,6,940.25718,,4,00/00/00,0,0,0,FALSE,S,AE
89-O24.7,1989,O24.7,6,2021.76303,,8,6/14/89,165,8,0,FALSE,S,AN
89-O25.1,1989,O25.1,6,2021.76307,2021.76204,6,6/14/89,165,6,6,FALSE,S,F
89-O25.2,1989,O25.2,7,940.2577,970.269,7,6/15/89,166,7,7,FALSE,S,F
89-O25.4,1989,O25.4,6,940.25368,2011.8121,8,6/13/89,164,7,7,FALSE,S,F
89-O25.5,1989,O25.5,5,2021.76314,1560.03306,5,6/28/89,179,5,3,FALSE,S,F
89-O26.1,1989,O26.1,6,2011.81312,1560.03059,6,00/00/00,0,0,0,FALSE,S,AE
89-O26.2,1989,O26.2,5,2011.81312,940.2566,5,6/27/89,178,5,5,FALSE,S,F
89-O26.3,1989,O26.3,5,2021.76225,2021.76357,5,6/20/89,171,5,4,FALSE,S,F
89-O26.5,1989,O26.5,6,940.25742,2021.76354,4,6/13/89,164,4,4,FALSE,S,F
89-O26.6,1989,O26.6,5,940.25396,,7,00/00/00,0,0,0,FALSE,S,AE
89-O27.1,1989,O27.1,6,2021.76302,2021.76226,6,6/18/89,169,6,5,FALSE,S,F
89-O27.2,1989,O27.2,6,2021.76319,1560.03059,6,6/16/89,167,6,6,FALSE,S,F
